UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
101295,"R",3870,"R",870,"R",129,"R",3870,"R",870,"R",129,"R",7740,"R",870,"R",258,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2760,"R",696,"R",3456,"R",2808,"R",696,"R",3504,"R",2856,"R",696,"R",3552,"R",3870,"R",870,"R",4740,.,.,"R",2760,"R",696,"R",3456,"R",2808,"R",696,"R",3504,"R",2856,"R",696,"R",3552,"R",3870,"R",870,"R",4740,.,.,"R",5520,"R",696,"R",6216,"R",5616,"R",696,"R",6312,"R",5712,"R",696,"R",6408,"R",7740,"R",870,"R",8610,.,.,"R",1400,"R",1400,"R",1400,"R",1600,"R",5400,"R",5400,"R",4600,"R",4600,"R",4160,"R",4160,"R",4160,"R",4160,"R",6400,"R",6400,"R",6400,"R",7400,"R",4160,"R",4160,"R",4160,"R",4160,"R",4160,"R",4160,"R",4160,"R",4160
101301,"R",3870,"R",570,"R",129,"R",3870,"R",570,"R",129,"R",7740,"R",570,"R",258,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3450,"R",570,"R",4020,"R",3510,"R",570,"R",4080,"R",3570,"R",570,"R",4140,"R",3870,"R",570,"R",4440,.,.,"R",3450,"R",570,"R",4020,"R",3510,"R",570,"R",4080,"R",3570,"R",570,"R",4140,"R",3870,"R",570,"R",4440,.,.,"R",6900,"R",570,"R",7470,"R",7020,"R",570,"R",7590,"R",7140,"R",570,"R",7710,"R",7740,"R",570,"R",8310,.,.,"R",1875,"R",1875,"R",1875,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9100,"R",9100,"R",9100,"R",5286,"R",7500,"R",7500,"R",7500,"R",1000,"R",6500,"R",6500,"R",6500,"R",1000
101365,"R",13130,"R",870,"R",580,"R",13130,"R",870,"R",580,"R",13130,"R",870,"R",580,"R",10720,"R",870,"R",670,"R",10720,"R",870,"R",670,"R",10720,"R",870,"R",670,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12320,"R",770,"R",13090,"R",12560,"R",830,"R",13390,"R",13000,"R",850,"R",13850,"R",13130,"R",870,"R",14000,.,.,"R",12320,"R",770,"R",13090,"R",12560,"R",830,"R",13390,"R",13000,"R",850,"R",13850,"R",13130,"R",870,"R",14000,.,.,"R",12320,"R",770,"R",13090,"R",12560,"R",830,"R",13390,"R",13000,"R",850,"R",13850,"R",13130,"R",870,"R",14000,.,.,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9675,"R",9702,"R",9819,"R",10314,"R",5445,"R",5463,"R",5526,"R",5805,"R",7569,"R",7587,"R",7677,"R",8064
101435,"R",24595,"R",1425,"R",790,"R",24595,"R",1425,"R",790,"R",24595,"R",1425,"R",790,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",24000,"R",1050,"R",25050,"R",24400,"R",1400,"R",25800,"R",24900,"R",1500,"R",26400,"R",25900,"R",1500,"R",27400,0,0,"R",24000,"R",1050,"R",25050,"R",24400,"R",1400,"R",25800,"R",24900,"R",1500,"R",26400,"R",25900,"R",1500,"R",27400,0,0,"R",24000,"R",1050,"R",25050,"R",24400,"R",1400,"R",25800,"R",24900,"R",1500,"R",26400,"R",25900,"R",1500,"R",27400,0,0,"R",1000,"R",300,"R",300,"R",300,"R",8850,"R",9100,"R",9500,"R",9750,"R",1035,"R",1035,"R",1035,"R",1035,"R",6850,"R",7100,"R",7500,"R",7750,"R",1035,"R",1035,"R",1035,"R",1035,"R",1035,"R",1035,"R",1035,"R",1035
101453,"R",10152,"R",1080,"R",423,"R",10152,"R",1080,"R",423,"R",10152,"R",1080,"R",423,"R",4482,"R",630,"R",249,"R",4482,"R",630,"R",249,"R",4482,"R",630,"R",249,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8952,"R",840,"R",9792,"R",8952,"R",840,"R",9792,"R",10152,"R",1080,"R",11232,"R",10152,"R",1080,"R",11232,.,.,"R",8952,"R",840,"R",9792,"R",8952,"R",840,"R",9792,"R",10152,"R",1080,"R",11232,"R",10152,"R",1080,"R",11232,.,.,"R",8952,"R",840,"R",9792,"R",8952,"R",840,"R",9792,"R",10152,"R",1080,"R",11232,"R",10152,"R",1080,"R",11232,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",4140,"R",4140,"R",4740,"R",5745,"R",2700,"R",2628,"R",2687,"R",2718,"R",10179,"R",10503,"R",11034,"R",11574,"R",3546,"R",3456,"R",3518,"R",3573,"R",3636,"R",3555,"R",3630,"R",3663
101462,"R",3870,"R",840,"R",129,"R",3870,"R",840,"R",129,"R",7740,"R",840,"R",258,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3450,"R",840,"R",4290,"R",3510,"R",840,"R",4350,"R",3570,"R",840,"R",4410,"R",3870,"R",840,"R",4710,.,.,"R",3450,"R",840,"R",4290,"R",3510,"R",840,"R",4350,"R",3570,"R",840,"R",4410,"R",3870,"R",840,"R",4710,.,.,"R",6900,"R",840,"R",7740,"R",7020,"R",840,"R",7860,"R",7140,"R",840,"R",7980,"R",7740,"R",840,"R",8580,.,.,"R",2000,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6300,"R",6300,"R",6300,"R",6300,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400
101471,"R",4644,"R",684,"R",129,"R",4644,"R",684,"R",129,"R",4644,"R",684,"R",129,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4140,"R",684,"R",4824,"R",4212,"R",684,"R",4896,"R",4284,"R",684,"R",4968,"R",4644,"R",684,"R",5328,.,.,"R",4140,"R",684,"R",4824,"R",4212,"R",684,"R",4896,"R",4284,"R",684,"R",4968,"R",4644,"R",684,"R",5328,.,.,"R",4140,"R",684,"R",4824,"R",4212,"R",684,"R",4896,"R",4284,"R",684,"R",4968,"R",4644,"R",684,"R",5328,.,.,"R",600,"R",600,"R",612,"R",612,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101480,"R",9720,"R",984,"R",324,"R",9720,"R",984,"R",324,"R",19440,"R",984,"R",648,"R",9168,"R",912,"R",382,"R",9168,"R",912,"R",382,"R",18336,"R",912,"R",764,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7200,"R",300,"R",7500,"R",7200,"R",300,"R",7500,"R",7416,"R",750,"R",8166,"R",7776,"R",984,"R",8760,.,.,"R",7200,"R",300,"R",7500,"R",7200,"R",300,"R",7500,"R",7416,"R",750,"R",8166,"R",7776,"R",984,"R",8760,.,.,"R",14400,"R",300,"R",14700,"R",14400,"R",300,"R",14700,"R",14832,"R",750,"R",15582,"R",15552,"R",984,"R",16536,.,.,"R",1596,"R",1596,"R",1498,"R",1020,"R",7128,"R",7128,"R",7898,"R",7494,"R",4908,"R",4908,"R",2998,"R",2339,"R",9296,"R",9296,"R",6466,"R",8566,"R",7416,"R",7416,"R",5566,"R",3680,"R",7416,"R",7416,"R",5566,"R",3680
101505,"R",3870,"R",930,"R",129,"R",3870,"R",930,"R",129,"R",7740,"R",930,"R",258,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3450,"R",930,"R",4380,"R",3510,"R",930,"R",4440,"R",3570,"R",930,"R",4500,"R",3870,"R",930,"R",4800,.,.,"R",3450,"R",930,"R",4380,"R",3510,"R",930,"R",4440,"R",3570,"R",930,"R",4500,"R",3870,"R",930,"R",4800,.,.,"R",6900,"R",930,"R",7830,"R",7020,"R",930,"R",7950,"R",7140,"R",930,"R",8070,"R",7740,"R",930,"R",8670,.,.,"R",1982,"R",1692,"R",2114,"R",2190,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9784,"R",13230,"R",13042,"R",13230,"R",5470,"R",4670,"R",4646,"R",4692,"R",5470,"R",4670,"R",4646,"R",4692
101514,"R",3870,"R",950,"R",129,"R",3870,"R",950,"R",129,"R",7740,"R",950,"R",258,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3450,"R",870,"R",4320,"R",3510,"R",950,"R",4460,"R",3570,"R",950,"R",4520,"R",3870,"R",950,"R",4820,.,.,"R",3450,"R",870,"R",4320,"R",3510,"R",950,"R",4460,"R",3570,"R",950,"R",4520,"R",3870,"R",950,"R",4820,.,.,"R",6900,"R",870,"R",7770,"R",7020,"R",950,"R",7970,"R",7140,"R",950,"R",8090,"R",7740,"R",950,"R",8690,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4500,"R",4500,"R",4500,"R",4500,"R",3200,"R",3200,"R",3200,"R",3200,"R",3200,"R",3200,"R",3200,"R",3200
101541,"R",17240,"R",1270,"R",585,"R",17240,"R",1270,"R",585,"R",17240,"R",1270,"R",585,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15774,"R",1094,"R",16868,"R",16248,"R",1128,"R",17376,"R",16736,"R",1160,"R",17896,"R",17240,"R",1270,"R",18510,.,.,"R",15774,"R",1094,"R",16868,"R",16248,"R",1128,"R",17376,"R",16736,"R",1160,"R",17896,"R",17240,"R",1270,"R",18510,.,.,"R",15774,"R",1094,"R",16868,"R",16248,"R",1128,"R",17376,"R",16736,"R",1160,"R",17896,"R",17240,"R",1270,"R",18510,.,.,"R",1250,"R",1250,"R",1250,"R",1288,"R",9686,"R",9978,"R",10276,"R",10590,"R",2900,"R",2800,"R",2936,"R",2884,"R",8300,"R",8632,"R",8890,"R",7700,"R",4250,"R",4250,"R",4172,"R",3648,"R",4250,"R",4250,"R",4172,"R",3648
101569,"R",3870,"R",870,"R",129,"R",3870,"R",870,"R",129,"R",7740,"R",870,"R",258,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3450,"R",870,"R",4320,"R",3510,"R",870,"R",4380,"R",3570,"R",870,"R",4440,"R",3870,"R",870,"R",4740,.,.,"R",3450,"R",870,"R",4320,"R",3510,"R",870,"R",4380,"R",3570,"R",870,"R",4440,"R",3870,"R",870,"R",4740,.,.,"R",6900,"R",870,"R",7770,"R",7020,"R",870,"R",7890,"R",7140,"R",870,"R",8010,"R",7740,"R",870,"R",8610,.,.,"R",1600,"R",1600,"R",1600,"R",2300,"R",4760,"R",4760,"R",4760,"R",4760,"R",3000,"R",3000,"R",3000,"R",3000,"R",7560,"R",7560,"R",7560,"R",8660,"R",5807,"R",5807,"R",5807,"R",5807,"R",5807,"R",5807,"R",5807,"R",5807
101587,"R",8450,"R",1590,"R",325,"R",8450,"R",1590,"R",325,"R",16900,"R",1590,"R",650,"R",6678,"R",190,"R",371,"R",6678,"R",190,"R",371,"R",13356,"R",190,"R",742,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7144,"R",1590,"R",8734,"R",7286,"R",1590,"R",8876,"R",7614,"R",1590,"R",9204,"R",8450,"R",1590,"R",10040,.,.,"R",7144,"R",1590,"R",8734,"R",7286,"R",1590,"R",8876,"R",7614,"R",1590,"R",9204,"R",8450,"R",1590,"R",10040,.,.,"R",14288,"R",1590,"R",15878,"R",14572,"R",1590,"R",16162,"R",15228,"R",1590,"R",16818,"R",16900,"R",1590,"R",18490,.,.,"R",1200,"R",1200,"R",1216,"R",1216,"R",6460,"R",7122,"R",7080,"R",7080,"R",2764,"R",3006,"R",3505,"R",3505,"R",6450,"R",7122,"R",7122,"R",7122,"R",2764,"R",3006,"R",3505,"R",3505,"R",2764,"R",3006,"R",3505,"R",3505
101602,"R",3870,"R",870,"R",129,"R",3870,"R",870,"R",129,"R",7740,"R",870,"R",258,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3450,"R",870,"R",4320,"R",3510,"R",870,"R",4380,"R",3570,"R",870,"R",4440,"R",3870,"R",870,"R",4740,.,.,"R",3450,"R",870,"R",4320,"R",3510,"R",870,"R",4380,"R",3570,"R",870,"R",4440,"R",3870,"R",870,"R",4740,.,.,"R",6900,"R",870,"R",7770,"R",7020,"R",870,"R",7890,"R",7140,"R",870,"R",8010,"R",7740,"R",870,"R",8610,.,.,"R",1192,"R",1192,"R",1192,"R",1192,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9450,"R",9450,"R",9450,"R",9450,"R",3625,"R",3625,"R",3625,"R",3625,"R",3625,"R",3625,"R",3625,"R",3625
101648,"R",6000,"R",3418,"R",200,"R",6000,"R",3418,"R",200,"R",12000,"R",3418,"R",400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6000,"R",2778,"R",8778,"R",6000,"R",3418,"R",9418,"R",6000,"R",3418,"R",9418,"R",6000,"R",3418,"R",9418,.,.,"R",6000,"R",2778,"R",8778,"R",6000,"R",3418,"R",9418,"R",6000,"R",3418,"R",9418,"R",6000,"R",3418,"R",9418,.,.,"R",12000,"R",2778,"R",14778,"R",12000,"R",3418,"R",15418,"R",12000,"R",3418,"R",15418,"R",12000,"R",3418,"R",15418,.,.,"R",1600,"R",1800,"R",1800,"R",1800,"R",4450,"R",4950,"R",4950,"R",4950,"R",2400,"R",2400,"R",2400,"R",2400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101675,"R",10632,"R",1500,"R",448,"R",10632,"R",1500,"R",448,"R",10632,"R",1500,"R",448,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10632,"R",972,"R",11604,"R",10632,"R",972,"R",11604,"R",10632,"R",1162,"R",11794,"R",10632,"R",1500,"R",12132,.,.,"R",10632,"R",972,"R",11604,"R",10632,"R",972,"R",11604,"R",10632,"R",1162,"R",11794,"R",10632,"R",1500,"R",12132,.,.,"R",10632,"R",972,"R",11604,"R",10632,"R",972,"R",11604,"R",10632,"R",1162,"R",11794,"R",10632,"R",1500,"R",12132,.,.,"R",1200,"R",1200,"R",1200,"R",200,"R",7042,"R",7042,"R",7254,"R",7254,"R",2768,"R",2768,"R",2832,"R",2832,"R",10350,"R",10350,"R",10845,"R",10845,"R",2928,"R",2928,"R",2992,"R",2992,"R",2928,"R",2928,"R",2992,"R",2992
101693,"R",21620,"R",1610,"R",772,"R",21620,"R",1610,"R",772,"R",21620,"R",1610,"R",772,"R",8880,"R",320,"R",466,"R",8880,"R",320,"R",466,"R",8880,"R",320,"R",466,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19470,"R",1000,"R",20470,"R",20200,"R",1200,"R",21400,"R",21010,"R",1200,"R",22210,"R",21620,"R",1610,"R",23230,.,.,"R",19470,"R",1000,"R",20470,"R",20200,"R",1200,"R",21400,"R",21010,"R",1200,"R",22210,"R",21620,"R",1610,"R",23230,.,.,"R",19470,"R",1000,"R",20470,"R",20200,"R",1200,"R",21400,"R",21010,"R",1200,"R",22210,"R",21620,"R",1610,"R",23230,.,.,"R",1630,"R",1630,"R",1800,"R",1800,"R",9160,"R",9600,"R",9600,"R",9600,"R",4718,"R",4718,"R",4744,"R",4750,"R",9000,"R",9600,"R",9000,"R",9000,"R",4718,"R",4718,"R",4718,"R",4800,"R",4718,"R",4718,"R",4718,"R",4800
101709,"R",12090,"R",670,"R",403,"R",12090,"R",670,"R",403,"R",25110,"R",670,"R",837,"R",10200,"R",1404,"R",425,"R",10200,"R",1404,"R",425,"R",21792,"R",1404,"R",908,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10740,"R",670,"R",11410,"R",11370,"R",670,"R",12040,"R",11730,"R",670,"R",12400,"R",12090,"R",670,"R",12760,.,.,"R",10740,"R",670,"R",11410,"R",11370,"R",670,"R",12040,"R",11730,"R",670,"R",12400,"R",12090,"R",670,"R",12760,.,.,"R",22110,"R",670,"R",22780,"R",23640,"R",670,"R",24310,"R",24360,"R",670,"R",25030,"R",25110,"R",670,"R",25780,.,.,"R",2050,"R",1020,"R",1020,"R",1020,"R",8182,"R",8980,"R",9030,"R",9330,"R",4250,"R",3180,"R",3180,"R",3180,"R",8182,"R",8980,"R",9030,"R",9330,"R",4250,"R",3180,"R",3180,"R",3180,"R",4750,"R",3380,"R",3380,"R",3380
101736,"R",3870,"R",841,"R",129,"R",3870,"R",841,"R",129,"R",7740,"R",841,"R",258,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3450,"R",841,"R",4291,"R",3510,"R",841,"R",4351,"R",3570,"R",841,"R",4411,"R",3870,"R",841,"R",4711,.,.,"R",3450,"R",841,"R",4291,"R",3510,"R",841,"R",4351,"R",3570,"R",841,"R",4411,"R",3870,"R",841,"R",4711,.,.,"R",6900,"R",841,"R",7741,"R",7020,"R",841,"R",7861,"R",7080,"R",841,"R",7921,"R",7740,"R",841,"R",8581,.,.,"R",1750,"R",1750,"R",1750,"R",1785,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5500,"R",5500,"R",5500,"R",5500,"R",5285,"R",5285,"R",5285,"R",5230,"R",5285,"R",5285,"R",5285,"R",5230
